KYMCO;MOTOCICLETA;URBAN S AT 125CC;Particular;6800000;false;125;2;GSL
KYMCO;MOTOCICLETA;AGILITY GO AT 125CC;Particular;7800000;false;125;2;GSL
KYMCO;MOTOCICLETA;AGILITY [3] 125 AT 125CC;Particular;9800000;false;125;2;GSL
KYMCO;MOTOCICLETA;X-TOWN 300 AT 300CC;Particular;22000000;false;299;2;GSL
KYMCO;MOTOCICLETA;AGILITY FUSION AT 125CC;Particular;8500000;false;125;2;GSL
KYMCO;MOTOCICLETA;AK 550 AT 550CC ABS;Particular;56000000;false;550;2;GSL
KYMCO;MOTOCICLETA;XCITING S 400 AT 400CC ABS;Particular;35000000;false;400;2;GSL
KYMCO;MOTOCICLETA;SUPER 8 150 AT 150CC;Particular;12000000;false;149;2;GSL
KYMCO;MOTOCICLETA;ZING 150 MT 150CC;Particular;5700000;true;149;2;GSL
IVECO;AUTOMOVIL;DAILY 3510 MT 2800CC TD;Particular;79600000;true;2800;3;DSL
IVECO;AUTOMOVIL;DAILY 55C17 [3950mm] MT 3000CC TD 4X2;Publico;135000000;true;2998;3;DSL
IVECO;AUTOMOVIL;DAILY 45S17 [3300mm] MT 3000CC TD 4X2;Publico;134000000;true;2998;3;DSL
IVECO;AUTOMOVIL;DAILY 35S14 [3300mm] MT 3000CC TD 4X2;Publico;120000000;true;2998;3;DSL
IVECO;AUTOMOVIL;DAILY 35S14N [3520mm] MT 3000CC 4X2 [GNC];Publico;152000000;true;2998;3;GAS
IVECO;AUTOMOVIL;DAILY 50C14N [4100mm] MT 3000CC 4X2 [GNC];Publico;158000000;true;2998;3;GAS
IVECO;CAMION;DAILY 4010 PANEL MT 2800CC 4X2;Publico;44500000;false;2800;2;DSL
IVECO;CAMION;DAILY 4912 PANEL MT 2800CC 4X2;Publico;69600000;true;2800;2;DSL
IVECO;CAMION;DAILY 6012 PANEL MT 3600CC TD 4X2;Publico;110000000;false;0;0;DSL
IVECO;CAMION;EUROCARGO 120E18H MT 5900CC TD 4X2;Publico;156200000;true;5861;2;DSL
IVECO;CAMION;EUROCARGO 150E18 MT 5900CC TD 4X2;Publico;150800000;true;0;2;DSL
IVECO;CAMION;DAILY 5912 SCUDATO MT 2800CC 4X2;Publico;73000000;true;2800;2;DSL
IVECO;CAMION;DAILY 6012 MT 3600CC 4X2;Publico;70200000;true;3600;0;null
IVECO;CAMION;EUROCARGO 170E22H MT 5900CC TD 4X2;Publico;179000000;true;5880;2;DSL
IVECO;CAMION;DAILY 7012 MT 2800CC TD 4X2 [DC];Publico;81300000;true;2800;5;DSL
IVECO;CAMION;LEONCINO 35Y13 MT 2800CC TD 4X2;Publico;52500000;true;2798;2;DSL
IVECO;CAMION;TECTOR 170E28 [5175mm] MT 5900CC TD 4X2;Publico;212200000;true;5880;2;DSL
IVECO;CAMION;DAILY 70C17 [4350mm] MT 3000CC TD 4X2 [DC] ABS;Publico;154900000;true;2998;5;DSL
IVECO;CAMION;TECTOR 170E28 [5670mm] MT 5900CC TD 4X2 [CM] ABS;Publico;244100000;true;5880;2;DSL
IVECO;CAMION;EUROCARGO ML110EL18 MT 3900CC TD 4X2 ABS;Publico;186400000;true;3920;2;DSL
IVECO;CAMION;TECTOR 260E30 [4815mm] MT 6700CC TD 6X4 ABS;Publico;296400000;true;6728;3;DSL
IVECO;CAMION;EUROCARGO 150E18 MT 5900CC TD 4X2;Publico;153100000;true;0;2;DSL
IVECO;CAMION;EUROCARGO 120E18H MT 5900CC TD 4X2;Publico;158600000;true;5861;2;DSL
IVECO;CAMION;DAILY 5912 SCUDATO MT 2800CC 4X2;Publico;59800000;true;2800;2;DSL
IVECO;CAMION;EUROCARGO 170E22H MT 5900CC TD 4X2;Publico;181500000;true;5880;2;DSL
IVECO;CAMION;POWER DAILY 50.13 [3950] MT 2800CC TD 4X2 AA;Publico;76300000;true;2798;2;DSL
IVECO;CAMION;DAILY 65C14 [3750] MT 3000CC 4X2 [GNC] AA;Publico;157300000;true;2998;2;GAS
IVECO;CAMION;LEONCINO 35Y13 MT 2800CC TD 4X2;Publico;53500000;true;2798;2;DSL
IVECO;CAMION;EUROCARGO ML100E18 MT 3900CC TD 4X2;Publico;146500000;true;3920;2;DSL
IVECO;CAMION;LEONCINO 50Y13 MT 2800CC TD 4X2;Publico;59600000;true;2798;2;DSL
IVECO;CAMION;TECTOR 170E22 [4815mm] MT 5900CC TD 4X2;Publico;226000000;true;5880;3;DSL
IVECO;CAMION;DAILY 65C14 [3750] Euro IV MT 3000CC 4X2 [GNV] AA;Publico;155900000;true;2998;2;GAS
IVECO;CAMION;TECTOR 170E28 [5670mm] MT 5900CC TD 4X2 ABS;Publico;240300000;true;5880;2;DSL
IVECO;CAMION;EUROCARGO ML110EL18 MT 3900CC TD 4X2 ABS;Publico;190000000;true;3920;2;DSL
IVECO;CAMION;EUROCARGO ML110EL18 [ASL] MT 3900CC TD 4X2 ABS;Publico;205700000;true;3920;2;DSL
IVECO;CAMION;EUROCARGO ML150E25 [ASL] MT 5900CC TD 4X4 ABS;Publico;344000000;true;5880;2;DSL
IVECO;CAMION;EUROTRAKKER 380E37H MT 12900CC TD 6X4;Publico;325100000;true;0;0;DSL
IVECO;CAMION;TRAKKER I 380T38H MT 12900CC TD 6X4;Publico;326000000;true;12880;2;DSL
IVECO;CAMION;EUROCARGO 170E22HT MT 5900CC TD 4X2;Publico;156000000;true;5880;2;DSL
IVECO;CAMION;EUROCARGO 150E18 MT 5900CC TD 4X2;Publico;152200000;true;0;2;DSL
IVECO;CAMION;TRAKKER I 380T42 MT 12900CC TD 6X4;Publico;325100000;true;12880;2;DSL
IVECO;CAMION;EUROCARGO 170E22 MT 5900CC TD 4X2 [CM];Publico;181000000;true;5880;2;DSL
IVECO;CAMION;TECTOR 170E22 [4815mm] MT 5900CC TD 4X2;Publico;240400000;true;5880;3;DSL
IVECO;CAMION;TECTOR 170E28 [4185mm] MT 5900CC TD 4X2 ABS;Publico;236700000;true;5880;2;DSL
IVECO;CAMION;TECTOR 260E30 [3690mm] MT 6700CC TD 6X4 ABS;Publico;294800000;true;6728;3;DSL
IVECO;CAMION;EUROTECH 740E42 MT 13800CC TD 6X4;Publico;243000000;true;13798;2;DSL
IVECO;CAMION;EUROCARGO 170E22HT MT 5900CC TD 4X2;Publico;127000000;true;5880;2;DSL
IVECO;CAMION;EUROTECH 740E42TZ MT 13800CC TD 6X4;Publico;245000000;true;13798;2;DSL
IVECO;CAMION;EUROTECH 450E37 MT 13800CC TD 4X2;Publico;240000000;true;13798;2;DSL
IVECO;CAMION;STRALIS 740S42T MT 12900CC TD 6X4;Publico;176000000;true;12880;2;DSL
IVECO;CAMION;EUROCARGO 150E21HT MT 5900CC TD 4X2;Publico;145600000;true;5880;2;DSL
IVECO;CAMION;TECTOR 170E28S [3690mm] MT 5900CC TD 4X2;Publico;237500000;true;5880;2;DSL
IVECO;CAMION;TECTOR 170E28T [3690mm] MT 5900CC TD 4X2;Publico;253000000;true;5880;2;DSL
IVECO;CAMION;DAILY 65C14 [4350] MT 3000CC 4X2 [GNC] [INT];Publico;200000000;true;2998;26;GAS
IVECO;CAMION;DAILY 65C14 [4350] MT 3000CC 4X2 [GNC] [URB];Publico;183000000;true;2998;25;GAS
IVECO;CAMION;DAILY 70C16 [4350mm] MT 3000CC TD 4X2 [URB];Publico;135000000;true;2998;28;DSL
IVECO;CAMION;DAILY 5912 SCUDATO MT 2800CC 4X2;Publico;107000000;true;2800;19;DSL
IVECO;CAMION;DAILY 4912 MT 2800CC 4X2 [INT] [19PSJ];Publico;111300000;true;2800;19;DSL
IVECO;CAMION;POWER DAILY 5012 MT 2800 CC TD;Publico;113900000;true;2800;19;DSL
IVECO;CAMION;DAILY 3510 MT 2800CC 4X2 [URB/INT] [19/14PSJ];Publico;95400000;true;2800;14;DSL
IVECO;CAMION;POWER DAILY A50.13 [4180] MT 2800CC TD 4X2 [INT] [19PSJ];Publico;125000000;true;2798;19;DSL
IVECO;CAMION;POWER DAILY A36.13 [2800] MT 2800CC TD 4X2 [16PSJ];Publico;75000000;true;2798;16;DSL
IVECO;CAMION;POWER DAILY A42.13 [3310] MT 2800CC TD 4X2 [INT] [16PSJ];Publico;110000000;true;2798;16;DSL
IVECO;CAMION;DAILY 50C16 [3950mm] MT 3000CC TD 4X2 [19PSJ] AA;Publico;148000000;true;2998;19;DSL
IVECO;CAMION;DAILY 45S17 [3300mm] MT 3000CC TD 4X2 [14PSJ];Publico;155000000;true;2998;14;DSL
IVECO;CAMION;DAILY 55C17 [3950mm] MT 3000CC TD 4X2 [19PSJ];Publico;156000000;true;2998;19;DSL
IVECO;CAMION;DAILY 35S14 [3300mm] MT 3000CC TD 4X2 [14PSJ];Publico;148000000;true;2998;14;DSL
IVECO;CAMION;DAILY 35S14N [3520mm] MT 3000CC 4X2 [GNC] [16PSJ];Publico;164000000;true;2998;16;GAS
IVECO;CAMION;DAILY 50C14N [4100mm] MT 3000CC 4X2 [GNC] [19PSJ];Publico;184900000;true;2998;19;GAS
IVECO;CAMION;DAILY 50C17 [3950mm] MT 3000CC TD 4X2 [19PSJ];Publico;189000000;true;2998;19;DSL
IVECO;CAMION;POWER DAILY A39.13 [3310] MT 2800CC TD 4X2 [16PSJ];Publico;95000000;true;2798;16;DSL
IVECO;CAMION;DAILY 45S17 [3300mm] MT 3000CC TD 4X2 [14PSJ] ABS;Publico;155000000;true;2998;14;DSL
IVECO;CAMION;DAILY 4010 MT 2800CC 4X2 [URB];Publico;83100000;true;2800;19;DSL
IVECO;CAMION;DAILY 4012 MT 2800CC 4X2 [URB];Publico;78000000;true;2600;19;DSL
AGRALE;CAMION;8500T TCA MT TD 4X2;Publico;51000000;true;4300;2;DSL
AGRALE;CAMION;8500T TCA MT TD 4X2;Publico;51800000;true;4300;2;DSL
AGRALE;CAMION;8500T TCA [ASL] MT TD 4X2;Publico;55300000;true;4300;2;DSL
AGRALE;CAMION;MA 8.5 TCA [4500] MT 4300CC TD 4X2 [INT];Publico;140000000;true;4300;34;DSL
AGRALE;CAMION;MA 9.0 TCA [4500] MT 4300CC TD 4X2 [INT];Publico;158100000;true;4300;34;DSL
AGRALE;CAMION;MA 9.0 TCE [4800] Electronico MT 4800CC TD 4X2 [INT];Publico;173000000;true;4800;34;DSL
AGRALE;CAMION;MA 9.6 TCE [4800] Electronico MT 3800CC TD 4X2 ABS [INT];Publico;242000000;true;3760;36;DSL
AGRALE;CAMION;MA 11 6.7L MT 6700CC TD 4X2 ABS [INT];Publico;350900000;true;6700;45;DSL
AGRALE;CAMION;MA 8.5 TCA [4500] MT 4300CC TD 4X2 [URB];Publico;134500000;true;4300;34;DSL
AGRALE;CAMION;MA 9.0 TCA [4500] MT 4300CC TD 4X2 [URB];Publico;150500000;true;4300;34;DSL
AGRALE;CAMION;MA 9.0 TCE [4500] Electronico MT 4300CC TD 4X2 [URB];Publico;154000000;true;4300;34;DSL
AGRALE;CAMION;MA 8.7 3.8L MT 3800CC TD 4X2 [URB];Publico;227900000;true;3760;34;DSL
AGRALE;CAMION;MA 9.0 TCE [4800] Electronico MT 4800CC TD 4X2 [URB];Publico;160000000;true;4800;32;DSL
AGRALE;CAMION;MA 9.6 TCE [4800] Electronico MT 3800CC TD 4X2 ABS [URB];Publico;216000000;true;3760;37;DSL
AGRALE;CAMION;MA 8.5 TCA [3900] MT 4300CC TD 4X2 [URB];Publico;130300000;true;4300;30;DSL
AGRALE;CAMION;MA 8.5 TCA [3900] MT 4300CC TD 4X2 [INT];Publico;140300000;true;4300;25;DSL
AGRALE;CAMION;MA 7.0 TCA MT 4300CC TD 4X2 [INT];Publico;138500000;true;4300;25;DSL
AGRALE;CAMION;MA 7.0 TCA MT 4300CC TD 4X2 [URB];Publico;127900000;true;4300;25;DSL
AGRALE;CAMION;MA 8.7 3.8L [4200mm] MT 3800CC TD 4X2 ABS [URB];Publico;222900000;true;3760;27;DSL
AGRALE;CAMION;MA 6.0 TCA MT 4300CC TD 4X2 [INT];Publico;122800000;true;4300;19;DSL
AGRALE;CAMION;MA 7.0 TCA MT 4300CC TD 4X2 [INT];Publico;141500000;true;4300;16;DSL
AGRALE;CAMION;MA 6.0 TCA MT 4300CC TD 4X2 [URB];Publico;118400000;true;4300;19;DSL
CHANA;AUTOMOVIL;BENNI CLASSIC MT 1300CC 5P;Particular;20000000;true;1301;5;GSL
CHANA;AUTOMOVIL;BENNI LUXURY MT 1300CC 5P ABS;Particular;22000000;true;1301;5;GSL
CHANA;AUTOMOVIL;ALSVIN LUXURY [SC7151] MT 1500CC 4P ABS;Particular;42900000;true;1497;5;GSL
CHANA;AUTOMOVIL;STAR VAN SC 6360H CARGO MT 1000CC 5P SA;Particular;24000000;true;1012;2;GSL
CHANA;AUTOMOVIL;STAR VAN SC 6363B3 CARGO MT 1000CC 5P SA;Particular;24900000;true;1012;2;GSL
CHANA;AUTOMOVIL;STAR VAN II CARGO MT 1300CC 5P SA;Particular;33700000;true;1298;2;GSL
CHANA;AUTOMOVIL;STAR TRUCK SC1022BB23D MT 1012CC 4X2 SA;Particular;24000000;true;1012;5;GSL
CHANA;AUTOMOVIL;STAR TRUCK SC1022BB23D MT 1012CC 4X2 AA;Particular;24900000;true;1012;5;GSL
CHANA;AUTOMOVIL;STAR LEOPARD MT 1300CC 4X2 SA;Particular;29900000;true;1310;5;GSL
CHANA;AUTOMOVIL;STAR TRUCK SC1022BB23D MT 1300CC 4X2 SA;Particular;25900000;true;1310;5;GSL
CHANA;AUTOMOVIL;STAR TRUCK SC1022BB23D MT 1300CC 4X2 AA;Particular;26900000;true;1310;5;GSL
CHANA;AUTOMOVIL;STAR TRUCK II 1.3L MT 1300CC SA;Particular;24900000;true;1310;5;GSL
CHANA;AUTOMOVIL;STAR TRUCK II 1.3L MT 1300CC AA;Particular;25900000;true;1310;5;GSL
CHANA;AUTOMOVIL;STAR TRUCK II 1.0L MT 1000CC SA;Particular;21900000;true;1012;5;GSL
CHANA;AUTOMOVIL;STAR TRUCK SC1022BB13D MT 1012CC 4X2 SA;Particular;20500000;true;1012;2;GSL
CHANA;AUTOMOVIL;STAR TRUCK SC1022BB13D MT 1012CC 4X2 AA;Particular;21400000;true;1012;2;GSL
CHANA;AUTOMOVIL;STAR LEOPARD MT 1300CC 4X2 SA;Particular;24400000;true;1310;2;GSL
CHANA;AUTOMOVIL;STAR TRUCK SC1022D3 MT 1300CC 4X2 SA;Particular;22500000;true;1310;2;GSL
CHANA;AUTOMOVIL;STAR TRUCK II 1.0L MT 1000CC SA;Particular;20900000;true;1012;2;GSL
CHANA;AUTOMOVIL;STAR TRUCK II 1.3L MT 1300CC SA;Particular;23400000;true;1310;2;GSL
CHANA;AUTOMOVIL;SUPER TRUCK 1.3L MT 1300CC AA;Particular;27000000;true;1299;2;GSL
CHANA;AUTOMOVIL;STAR TRUCK SC1022BB13D MT 1012CC 4X2 SA EST;Particular;21700000;true;1012;2;GSL
CHANA;CAMION;STAR TRUCK SC1022BB13D MT 1012CC 4X2;Publico;26700000;true;1012;0;GSL
CHANA;CAMION;STAR LEOPARD MT 1300CC 4X2;Publico;28700000;true;1310;2;GSL
CHANA;CAMION;STAR TRUCK SC1022D3 MT 1300CC 4X2;Publico;25300000;true;1310;2;GSL
CHANA;CAMION;STAR TRUCK II 1.3L MT 1300CC 4X2 SA [DC];Publico;30300000;true;1310;5;GSL
CHANA;CAMION;STAR TRUCK II 1.3L MT 1300CC 4X2 SA;Publico;30000000;true;1310;2;GSL
CHANA;CAMION;STAR TRUCK II 1.3L [ASL] MT 1300CC 4X2 SA;Publico;36300000;true;1310;2;GSL
CHANA;AUTOMOVIL;STAR VAN SC 6350C MT 1012CC 5P SA;Particular;25400000;true;1012;8;GSL
CHANA;AUTOMOVIL;STAR VAN SC 6390C MT 1012CC 5P SA;Particular;26000000;true;1012;10;GSL
CHANA;AUTOMOVIL;STAR VAN SC 6390C MT 1012CC 5P AA;Particular;27500000;true;1012;10;GSL
CHANA;AUTOMOVIL;STAR VAN SC 6390B MT 1300CC 5P SA;Particular;26900000;true;1300;10;GSL
CHANA;AUTOMOVIL;STAR VAN SC 6390B MT 1300CC 5P AA;Particular;28900000;true;1300;10;GSL
CHANA;AUTOMOVIL;STAR VAN SC 6363B3 MT 1012CC 5P AA;Particular;27400000;true;1012;7;GSL
CHANA;AUTOMOVIL;STAR VAN SC 6363B3 MT 1012CC 5P SA;Particular;25900000;true;1012;7;GSL
CHANA;AUTOMOVIL;STAR VAN II 7PSJ MT 1300CC 5P SA;Particular;37700000;true;1298;7;GSL
CHANA;AUTOMOVIL;STAR VAN II 7PSJ MT 1300CC 5P AA;Particular;33000000;true;1298;7;GSL
CHANA;AUTOMOVIL;STAR VAN SC 6395B MT 1300CC 5P;Particular;37700000;true;1310;11;GSL
CHERY;AUTOMOVIL;QQ 308 0.8L MT 812CC;Particular;15900000;true;812;5;GSL
CHERY;AUTOMOVIL;QQ 308 0.8L AT 812CC;Particular;17300000;true;812;5;GSL
CHERY;AUTOMOVIL;QQ 308 0.8L MT 812CC TAXI;Publico;27600000;true;812;5;GSL
CHERY;AUTOMOVIL;QQ 311 1.1L MT 1100CC FE;Particular;18900000;true;1083;5;GSL
CHERY;AUTOMOVIL;QQ 311 1.1L MT 1100CC TAXI;Publico;29400000;true;1083;5;GSL
CHERY;AUTOMOVIL;NICE YA1AB-0105 BASIC MT 1300CC;Particular;19500000;true;1297;5;GSL
CHERY;AUTOMOVIL;NICE YA1AC-1115 COMFORT MT 1300CC;Particular;24000000;true;1297;5;GSL
CHERY;AUTOMOVIL;FULWIN 1.5L MT 1500CC 5P 2AB AA;Particular;29600000;true;1500;5;GSL
CHERY;AUTOMOVIL;Q YQ1Q5-1115 MT 1000CC AA;Particular;26000000;true;998;5;GSL
CHERY;AUTOMOVIL;FULWIN [2] 1.5L MT 1500CC 5P 2AB ABS;Particular;36000000;true;1497;5;GSL
CHERY;AUTOMOVIL;WINDCLOUD 1.6 AT 1600CC;Particular;27100000;true;1600;5;GSL
CHERY;AUTOMOVIL;SQR 7110 MT 1100CC;Particular;17400000;true;1051;5;GSL
CHERY;AUTOMOVIL;QQ 6 1.3L MT 1300CC FE;Particular;20500000;true;1297;5;GSL
CHERY;AUTOMOVIL;COWIN 1.6L MT 1600CC;Particular;25800000;true;1600;5;GSL
CHERY;AUTOMOVIL;COWIN 1.5L MT 1500CC TAXI;Publico;25000000;true;1497;5;GSL
CHERY;AUTOMOVIL;FULWIN 1.5L MT 1500CC 4P 2AB ABS;Particular;29000000;true;1497;5;GSL
CHERY;AUTOMOVIL;TIGGO 2.0L MT 2000CC 4X2;Particular;39800000;true;2000;5;GSL
CHERY;AUTOMOVIL;X-CROSS YS1X5-1115 MT 1300CC 4X2;Particular;31000000;true;1297;5;GSL
CHERY;AUTOMOVIL;TIGGO [FL] 1.6L MT 1600CC 2AB;Particular;51000000;true;1598;5;GSL
CHERY;AUTOMOVIL;TIGGO [FL] 2.0L MT 2000CC 2AB ABS;Particular;41900000;true;1971;5;GSL
CHERY;AUTOMOVIL;X-CROSS YS5X5-1115 MT 1500CC;Particular;42000000;true;1497;5;GSL
CHERY;AUTOMOVIL;GRAND TIGGO 2.0L MT 2000CC 2AB ABS;Particular;69000000;true;1971;5;GSL
CHERY;AUTOMOVIL;TIGGO [FL] GRAND CITY MT 1600CC 2AB TAXI;Publico;46900000;true;1598;5;GSL
CHERY;AUTOMOVIL;TIGGO 2 COMFORT MT 1500CC 2AB ABS;Particular;49000000;true;1497;5;GSL
CHERY;AUTOMOVIL;TIGGO 3 COMFORT MT 1600CC 2AB ABS;Particular;54000000;true;1598;5;GSL
CHERY;AUTOMOVIL;TIGGO 4 COMFORT MT 2000CC 2AB ABS TC;Particular;61000000;true;1971;5;GSL
CHERY;AUTOMOVIL;TIGGO 4 LUXURY TP 2000CC 6AB ABS CT TC;Particular;72000000;true;1971;5;GSL
CHERY;AUTOMOVIL;TIGGO 2 BASICA MT 1500CC 2AB ABS;Particular;45500000;true;1497;5;GSL
CHERY;AUTOMOVIL;TIGGO 2 LUXURY MT 1500CC 2AB ABS CT;Particular;52000000;true;1497;5;GSL
CHERY;AUTOMOVIL;TIGGO 3 BASICA MT 1600CC 2AB ABS;Particular;51500000;true;1598;5;GSL
CHERY;AUTOMOVIL;TIGGO 4 BASICA MT 2000CC 2AB ABS;Particular;59500000;true;1971;5;GSL
CHERY;AUTOMOVIL;TIGGO 4 TURBO MT 1500CC T 6AB ABS CT TC;Particular;70000000;true;1498;5;GSL
CHERY;AUTOMOVIL;TIGGO 4 COMFORT TP 2000CC 2AB ABS TC;Particular;60000000;true;1971;5;GSL
CHERY;AUTOMOVIL;TIGGO 2.4L MT 2400CC 4X4;Particular;53000000;true;2350;5;GSL
CHERY;AUTOMOVIL;YOYA VAN CARGO MT 1300CC;Particular;32000000;true;1297;2;GSL
CHERY;AUTOMOVIL;YOYA VAN CARGO [2] MT 1500CC;Publico;35800000;true;1497;2;GSL
CHERY;AUTOMOVIL;YOYO Y380 CARGO MT 1200CC;Publico;38000000;true;1173;2;GSL
CHERY;AUTOMOVIL;YOKI 1.0 MT 1100CC;Particular;33500000;true;1083;2;GSL
CHERY;AUTOMOVIL;YOKI 1.0 MT 1100CC EST;Publico;36500000;true;1083;2;GSL
CHERY;CAMION;YOKI 1.0 MT 1100CC;Publico;39200000;true;1083;2;GSL
CHERY;AUTOMOVIL;YOKI 1.0 MT 1100CC ASL;Publico;43500000;true;1083;2;GSL
CHERY;AUTOMOVIL;YOYA VAN PASS MT 1300CC;Particular;32900000;true;1297;8;GSL
CHERY;AUTOMOVIL;YOYO 1.2L COMFORT MT 1200CC;Particular;37000000;true;1173;7;GSL
CHERY;AUTOMOVIL;YOYO 1.2L LUXURY MT 1200CC;Particular;35600000;true;1173;8;GSL
CHERY;AUTOMOVIL;YOYA VAN PASS [2] MT 1500CC 8PSJ;Particular;34400000;true;1497;8;GSL
CHERY;AUTOMOVIL;YOYO [FL] Y380 MT 1200CC;Publico;37100000;true;1173;7;GSL
CHERY;AUTOMOVIL;YOYA VAN PASS [2] MT 1500CC 8PSJ [PUB];Publico;36900000;true;1497;8;GSL
HAFEI;AUTOMOVIL;LOBO HFJ7100 MT 970CC;Particular;16600000;true;970;5;GSL
HAFEI;AUTOMOVIL;LOBO TAXI MT 970CC TAXI;Publico;20900000;true;970;5;GSL
HAFEI;AUTOMOVIL;SAIBAO 1.6L MT 1600CC;Particular;35000000;true;1584;5;GSL
HAFEI;AUTOMOVIL;ZHONGYI 6371B MT 970CC;Particular;21000000;true;970;2;GSL
HAFEI;AUTOMOVIL;MINYI HFJ6370H CARGO MT 1051CC;Particular;44900000;true;1051;2;GSL
HAFEI;AUTOMOVIL;XINYI HFJ6376 CARGO MT 970CC;Particular;21900000;true;970;2;GSL
HAFEI;AUTOMOVIL;MINYI 408 HFJ6391 CARGO MT 1300CC;Particular;46700000;true;1308;2;GSL
HAFEI;AUTOMOVIL;LUZUN HFJ6392BE MT 1051CC;Particular;21900000;true;1051;2;GSL
HAFEI;AUTOMOVIL;JUNYI 1.3L MT 1300CC;Particular;24800000;true;1299;2;GSL
HAFEI;AUTOMOVIL;MINYI HFJ6372A4B CARGO MT 1051CC;Publico;21400000;true;1051;2;GSL
HAFEI;AUTOMOVIL;JUNYI 1.3L PLUS MT 1300CC AA;Publico;27400000;true;1299;2;GSL
HAFEI;AUTOMOVIL;RUIYI HFJ1011H MT 970CC;Particular;21900000;true;970;5;GSL
HAFEI;AUTOMOVIL;MINYI HFJ1021 MT 1051CC;Particular;36800000;true;1051;5;GSL
HAFEI;AUTOMOVIL;RUIYI HFJ1020HBE MT 1051CC;Particular;23100000;true;1051;5;GSL
HAFEI;AUTOMOVIL;MINYI HFJ1020A MT 1051CC;Particular;15700000;true;1051;2;GSL
HAFEI;AUTOMOVIL;RUIYI HFJ1011G MT 970CC;Particular;20000000;true;970;2;GSL
HAFEI;AUTOMOVIL;MINYI HFJ1020BE MT 1300CC;Particular;16900000;true;1308;2;GSL
HAFEI;AUTOMOVIL;MINYI HFJ1020A AT ELECTRICA;Particular;47500000;true;0;2;ELT
HAFEI;AUTOMOVIL;RUIYI HFJ1020GDBE LARGA MT 1100CC;Particular;21000000;true;1051;2;GSL
HAFEI;AUTOMOVIL;MINYI HFJ1021GBE4 LARGA MT 1100CC;Particular;20800000;true;1051;2;GSL
HAFEI;AUTOMOVIL;RUIYI HFJ1011G MT 970CC EST;Particular;20600000;true;970;2;GSL
HAFEI;AUTOMOVIL;MINYI HFJ1020A MT 1051CC EST;Particular;18300000;true;1051;2;GSL
HAFEI;CAMION;RUIYI HFJ1011G MT 970CC;Publico;25000000;true;970;2;GSL
HAFEI;CAMION;MINYI HFJ1020A MT 1051CC;Publico;23200000;true;1051;2;GSL
HAFEI;CAMION;RUIYI HFJ1011H MT 970CC [DC];Publico;26000000;true;970;5;GSL
HAFEI;CAMION;MINYI M408 HFJ1020BE MT 1300CC [CM];Publico;27000000;true;1308;2;GSL
HAFEI;CAMION;RUIYI HFJ1020GDBE LARGA MT 1100CC;Publico;26900000;true;1051;2;GSL
HAFEI;CAMION;MINYI HFJ1021GBE4 LARGA MT 1100CC;Publico;29900000;true;1051;2;GSL
HAFEI;CAMION;MINYI HFJ1021GBE4 LARGA [FL] MT 1100CC;Publico;29900000;true;1051;2;GSL
HAFEI;CAMION;MINYI HFJ1020A [ASL] MT 1051CC;Publico;25600000;true;1051;2;GSL
HAFEI;CAMION;RUIYI HFJ1011G [ASL] MT 970CC;Publico;28600000;true;970;2;GSL
HAFEI;CAMION;MINYI M408 HFJ1020BE [ASL] MT 1300CC [CM];Publico;30500000;true;1308;2;GSL
HAFEI;CAMION;MINYI HFJ1021GBE4 [ASL] LARGA MT 1100CC;Publico;32900000;true;1051;2;GSL
HAFEI;AUTOMOVIL;ZHONGYI 6371B MT 970CC;Particular;21400000;true;970;8;GSL
HAFEI;AUTOMOVIL;ZHONGYI 6371B MT 970CC AA;Particular;22500000;true;970;8;GSL
HAFEI;AUTOMOVIL;MINYI HFJ6370H MT 1051CC AA 7PSJ;Particular;18400000;true;1051;7;GSL
HAFEI;AUTOMOVIL;MINYI HFJ6370H MT 1051CC SA 7PSJ;Particular;17600000;true;1051;7;GSL
HAFEI;AUTOMOVIL;MINYI 408 HFJ6391A MT 1300CC AA 7PSJ;Particular;19100000;true;1308;7;GSL
HAFEI;AUTOMOVIL;XINYI HFJ6376 MT 970CC;Particular;22900000;true;970;8;GSL
HAFEI;AUTOMOVIL;LUZUN HFJ6392BE MT 1051CC 7PSJ AA;Particular;25900000;true;1051;7;GSL
HAFEI;AUTOMOVIL;LUZUN HFJ6392BE MT 1051CC 7PSJ;Particular;23900000;true;1051;7;GSL
HAFEI;AUTOMOVIL;MINYI HFJ6372A4B MT 1051CC AA 7PSJ;Particular;21900000;true;1051;7;GSL
HAFEI;AUTOMOVIL;JUNYI 1.3L MT 1300CC AA 8PSJ;Particular;27400000;true;1299;8;GSL
HAFEI;AUTOMOVIL;JUNYI 1.3L MT 1300CC AA 11PSJ;Particular;27900000;true;1299;11;GSL
HAFEI;AUTOMOVIL;JUNYI 1.3L PLUS MT 1300CC 11PSJ AA DH;Particular;29900000;true;1299;11;GSL
HAFEI;AUTOMOVIL;JUNYI 1.3L PLUS MT 1300CC 9PSJ AA DH;Publico;28800000;true;1299;9;GSL
HAFEI;AUTOMOVIL;MINYI HFJ6372A4B MT 1051CC SA 7PSJ;Particular;20800000;true;1051;7;GSL
RENNO;CAMION;255 G MT 5700CC 4X2 [GNC] [URB];Publico;113500000;false;5733;31;GAS
SAICWULING;AUTOMOVIL;MINIVAN PANEL BASICA MT 970CC SA;Particular;21400000;true;970;2;GSL
